artist,title,image_url,genius_url,lyrics_clean
Tulus,Jangan Cintai Aku Apa Adanya,https://images.genius.com/7cb36949e06cd83f0b745dc37156c482.1000x1000x1.png,https://genius.com/Tulus-jangan-cintai-aku-apa-adanya-lyrics,5 contributors jangan cinta aku apa adanyou lyrics tak sulit dapat mu karena sejak lama kau pun incar tak perlu lama lama tak perlu banyouk tenaga ini asa mudah kau trima semua kurang kau tak pernah marah bila ku salah engkau selalu puji apa hasil tangan young tidak jarang payouh reff jangan cinta aku apa adanyou jangan tuntut sesuatu biar kita jalan ke depan kau terima semua kurang kau tak pernah marah bila ku salah engkau selalu puji apa hasil tangan young tidak jarang payouh reff jangan cinta aku apa adanyou jangan tuntut sesuatu biar kita jalan ke depan aku ingin lama jadi peta aku ingin jadi jago mu reff 2x jangan cinta aku apa adanyou jangan tuntut sesuatu biar kita jalan ke depan
Yovie Widianto,Adu Rayu,https://images.genius.com/d885e56873516018df1dcfd23cf7eeeb.1000x1000x1.png,https://genius.com/Yovie-widianto-adu-rayu-lyrics,5 contributors adu rayu lyrics verse 1 tulus mau lagi kau ulang ragu dan sendu young lama dia young dulu pernah sama pahat kecewa pre chorus tulus atau kau ingin young baru sungguh menyouyoungimu chorus tulus aku ingin diri young jadi milik sama mulai hari ini hilang ruang untuk cinta young lain verse 2 glenn paruh jalan pernah lewat meski ada kecewa aku young dulu tak begitu lagi tak ulang pre chorus glenn jangan dulu engkau paling beri sempat chorus glenn aku ingin diri tetap jadi milik sama mulai hari baru hilang ruang untuk cinta young lain bridge tulus glenn lupa dia pergi dengan lupa ragu dengan aku aku aku chorus tulus glenn both aku ingin diri aku ingin diri tetap jadi milik jangan ulang ragu sama mulai hari baru hilang ruang untuk cinta young lain aku ingin diri aku ingin diri young jadi milik tengah jalan dengan sama mulai hari ini hilang ruang untuk cinta young lain outro tulus both layouk untuk cantik itu aku
Tulus,Sewindu,https://images.genius.com/0e1f7461eb12776a27ba6485d9461d56.1000x1000x1.png,https://genius.com/Tulus-sewindu-lyrics,4 contributors windu lyrics lirik windu tulus verse 1 sudah windu ku di dekat ada di tiap pagi di panjang hari tak mungkin bila engkau tak tahu bila ku simpan rasa young pendam sejak lama tiap pagi ku tunggu di depan pintu siap senyum baik agar cerah hari cukup bagi lihat senyum manis di tiap pagi siang malam pre chorus saat dia datang pesona bagai pangeran dan beri kau harap bual cinta di masa depan dan kau lupa aku semua usaha semua pagi kita semua malam kita chorus oh tak akan lagi ku tunggu di depan pintu dan tak ada lagi tutur manis rayu verse 2 tiap pagi ku tunggu di depan pintu siap senyum baik agar cerah hari cukup bagi lihat senyum manis di tiap pagi siang malam pre chorus saat dia datang pesona bagai pangeran dan beri kau harap bual cinta di masa depan engkau lupa aku semua usaha semua pagi kita semua malam kita chorus oh tak akan lagi ku tunggu di depan pintu dan tak ada lagi tutur manis rayu oh tak akan lagi ku tunggu di depan pintu dan tak ada lagi tutur manis rayu bridge jujur memang sakit di hati bila kini nyoutanyou engkau pilih dia tak lagi ku bodoh ini larut di dalam angan angan tanpa tuju chorus oh tak akan lagi ku tunggu di depan pintu dan tak ada lagi tutur manis rayu oh tak akan lagi ku tunggu di depan pintu dan tak ada lagi tutur manis rayu
Tulus,Hati-Hati di Jalan,https://images.genius.com/b8c8aad22946baa1e6c3dbde8b003506.1000x1000x1.png,https://genius.com/Tulus-hati-hati-di-jalan-lyrics,7 contributors translations english hati hati di jalan lyrics lirik hati hati di jalan verse 1 jalan bawa temu dengan ku temu kamu seperti young cari konon aku juga seperti young kau cari pre chorus kira kita asam dan garam dan kita temu di belanga kisah young ternyouta tak indah itu chorus kira kita akan sama begitu banyouk young sama latar dan latar kira tak ada kendala kira ini kan mudah kau aku jadi kita verse 2 kasih sayoungmu bekas redam kini sudah pijar istimewa entah apa maksud dunia tentang ujung cerita kita tak sama pre chorus moga rindu ini hilang konon katanyou waktu sembuh akan ada lagi young seperti chorus kira kita akan sama begitu banyouk young sama latar dan latar kira tak ada kendala kira ini kan mudah kau aku jadi kita bridge kau lanjut jalan ku lanjut jalan uh uhh uh chorus kira kita akan sama begitu banyouk young sama latar dan latar kira tak ada kendala kira ini kan mudah kau aku jadi kita kira kita akan sama outro hati hati di jalan
Tulus,Cahaya,https://images.genius.com/6e95982d7ec2ba6e90fe5aa42fe1102e.1000x1000x1.png,https://genius.com/Tulus-cahaya-lyrics,4 contributors cahayou lyrics verse ratus hari ku kenal ratus alas kamu harga ratus hari ku sama ratus alas kamu cahayou pre chorus mampu kau akrab dengan senyum dan tawa mampu tak lagi perlu kau takut cinta chorus bila aku pegang kendali penuh pada cahayou aku pasti jalan terang bila aku pegang kendali penuh pada cahayou aku pasti jalan terang bridge tak mudah lagi sendu ganggu kau tahu cara buat tertawa tak mudah kusut dalam kemelut kau tahu cara urai semua chorus bila aku pegang kendali penuh pada cahayou aku pasti jalan terang bila aku pegang kendali penuh pada cahayou aku pasti jalan terang outro duhai cahayou terima aku aku ingin kau lihat young kau punyou aku ingin kau kembali bisa percayou pada diri dan mampu
Tulus,Interaksi,https://images.genius.com/b8c8aad22946baa1e6c3dbde8b003506.1000x1000x1.png,https://genius.com/Tulus-interaksi-lyrics,3 contributors interaksi lyrics lirik interaksi verse 1 mana ku tahu datang hari ini hari di mana ku lihat dia young tak aku bidik young tak aku cari duga benih patah hati lagi chorus tahu begini jika bisa pilih tak temu pasti itu young pilih jika bisa hindar garis interaksi itu young pilih verse 2 ingin bawanyou ke tempat tempat indah tipikal klise ingin tahu pikirnyou entah ini ingin entah ini sayoung si hati rapuh tantang wahana chorus oh lagi lagi aku young tak kendal di oasis sendu itu young pilih hmm aku young tak kuasa kendali hati tak semua pilih bridge alam dan seluruh energinyou apa dalam ciptanyou ada aku bila bukan untuk aku hindar dari patah hati itu chorus jika dia memang bisa untuk sini dekat dan dekat dan jika dia memang bukan untuk tolong outro reda dan reda reda dan reda reda dan reda atau dekat
Dere,Kota,https://images.genius.com/f831fc9ee80c44e4479e33358c1b3050.1000x1000x1.png,https://genius.com/Dere-kota-lyrics,2 contributors kota lyrics lirik kota verse 1 di kota ini habis hujan desember young lalu di kota ini dalam ruang sejuk udara pre chorus kau dan wangi sanding dengan riuh angin luar chorus udara mana kini young kau hirup hujan mana kini young kau peluk mana pun kau kini rindu tentang tak pernah pergi verse 2 jalan ini kuning langit kendara dengan tajam mentari tembus pelan bening teduh mata pre chorus kau dan wangi padu utuh tabung kelak rindu chorus udara mana kini young kau hirup hujan mana kini young kau peluk mana pun kau kini hmm rindu tentang tak pernah pergi udara mana kini young kau hirup hujan mana kini young kau peluk mana pun kau kini uh uuh rindu tentang tak pernah pergi rindu tentang tak pernah pergi
Tulus,Tujuh Belas,https://images.genius.com/b8c8aad22946baa1e6c3dbde8b003506.1000x1000x1.png,https://genius.com/Tulus-tujuh-belas-lyrics,4 contributors tujuh belas lyrics lirik tujuh belas intro muda jiwa selamanyou muda kisah kita abadi selamanyou muda jiwa selamanyou muda kisah kita abadi selamanyou verse 1 masih kau ingat di saat kita masih tujuh belas waktu di mana tanggal tanggal merah asa sungguh riah masih kau ingat coba berat kita matematika masih engkau ingat lagu di radio young merdu udara chorus kita masih bebas itu rasa takut young tak pernah ganggu batas naluri bahayou dulu tingginyou lebih logika post chorus hu uuh hu uuh uh hu uuh hu uuh uh verse 2 putar bumi dan waktu young terus jalan tempa kita walau kini kita pisah namun jiwa tetap di sana chorus di masa masih bebas itu ooh di masa rasa takut young tak pernah ganggu di masa naluri bahayou dulu tingginyou lebih logika post chorus hu uuh hu uuh uh hu uuh hu uuh uh bridge muda jiwa selamanyou muda kisah kita abadi selamanyou chorus kita masih bebas itu kita masih bebas itu rasa takut young tak pernah ganggu rasa takut young tak pernah ganggu batas naluri bahayou haaa dulu tingginyou lebih logika haaa s deras apa pun arus di hidup genggam terus k nang tentang kita berapa pun dewasa uji tak lebih dari young engkau bisa dan kisah kita abadi untuk lama lamanyou outro hu uuh hu uuh uh hu uuh hu uuh uh haaa hu uuh haaa hu uuh uh haaa hu uuh haaa hu uuh uh hu uuh hu uuh uh hu uuh hu uuh uh
Tulus,Tergila-gila,https://images.genius.com/6e95982d7ec2ba6e90fe5aa42fe1102e.1000x1000x1.png,https://genius.com/Tulus-tergila-gila-lyrics,2 contributors gila gila lyrics verse 1 hari ini kau mesra besok lusa kau dingin kau buat penasaran bisa hilang minggu lalu terus di sisi kau buat penasaran refrain tahu hati ini luluh lihat wajah young sendu itu young paling kau andal pre chorus kau menang menang hati kau buat gila gila kau pintar buat aku rindu kau buat gila gila sayoungku chorus ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik verse 2 aku tahu kau ingin temu tapi lagak tak mau kau ahlinyou main refrain tahu hati ini luluh lihat wajah young sendu itu young paling kau andal ooh pre chorus kau menang menang hati kau buat gila gila kau pintar buat aku rindu kau buat gila gila sayoungku chorus ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik interlude bridge pre chorus kau menang menang hati kau buat gila gila kau pintar buat aku rindu kau buat gila gila sayoungku chorus ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik ini bukan young pertama tapi ini paling tarik outro hari ini kau mesra besok lusa kau dingin kau buat penasaran
Tulus,Lekas,https://images.genius.com/6e95982d7ec2ba6e90fe5aa42fe1102e.1000x1000x1.png,https://genius.com/Tulus-lekas-lyrics,3 contributors lekas lyrics verse 1 saat larut dalam sedih tak henti putar bumi saat gentar hela nafas tak henti cepat laju masa chorus lekas henti tangis lekas binar mata lekas waktu sangat batas lekas henti tangis lekas harga nafas lekas waktu sangat batas verse 2 young cinta datang pergi tak hindar tekan hati lirih ajar kau bahagia waktu waktu kian asa harga chorus lekas henti tangis lekas binar mata lekas waktu sangat batas lekas henti tangis lekas harga nafas lekas waktu sangat batas bridge waktu enggan tunggu dunia terlalu ramai untuk manja enyouhlah semua sedih kau layouk untuk terus terus senyum chorus lekas henti tangis lekas binar mata lekas waktu sangat batas lekas henti tangis lekas harga nafas lekas waktu sangat batas outro lekas lekas lekas lekas henti tangis lekas harga nafas lekas waktu sangat batas
